,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,characteristic
2604,793601777308463104,2016-11-01,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug,12,10,Dobby,Not Specified
2605,793500921481273345,2016-11-01,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10,12,10,Fiona,Not Specified
2606,793286476301799424,2016-11-01,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck,13,10,Moreton,Not Specified
2607,793271401113350145,2016-11-01,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational af,12,10,Dave,Not Specified
2608,793256262322548741,2016-11-01,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked,12,10,,Not Specified
2609,793241302385262592,2016-11-01,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af,13,10,Tucker,Not Specified
2610,793226087023144960,2016-10-31,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10",11,10,Juno,Not Specified
2611,793210959003287553,2016-10-31,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution,10,10,Maude,Not Specified
2612,793195938047070209,2016-10-31,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo,12,10,Lily,Not Specified
2613,793180763617361921,2016-10-31,This is Newt. He's a strawberry. 11/10,11,10,Newt,Not Specified
2614,793165685325201412,2016-10-31,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on,12,10,Benji,Not Specified
2615,793150605191548928,2016-10-31,This is Nida. She's a free elf. Waited so long for this day. 11/10,11,10,Nida,Not Specified
2616,793135492858580992,2016-10-31,Your favorite squad is looking extra h*ckin spooky today. 13/10 for all,13,10,,Not Specified
2617,793120401413079041,2016-10-31,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort",11,10,Robin,Not Specified
2618,792913359805018113,2016-10-31,Here is a perfect example of someone who has their priorities in order. 13/10 for both owner and Forrest,13,10,,Not Specified
2619,792883833364439040,2016-10-31,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10,12,10,Bailey,Not Specified
2620,792773781206999040,2016-10-30,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug,12,10,Monster,Not Specified
2621,792394556390137856,2016-10-29,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial,12,10,BeBe,Not Specified
2622,792050063153438720,2016-10-28,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10,11,10,Remus,Not Specified
2623,791774931465953280,2016-10-27,Vine will be deeply missed. This was by far my favorite one. 14/10,14,10,,Not Specified
2624,791672322847637504,2016-10-27,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10,13,10,,Not Specified
2625,791406955684368384,2016-10-26,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets,12,10,Levi,Not Specified
2626,791312159183634433,2016-10-26,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket,12,10,Mabel,Not Specified
2627,790987426131050500,2016-10-25,This is Misty. She has a cowboy hat on her nose. 12/10,12,10,Misty,Not Specified
2628,790946055508652032,2016-10-25,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af,12,10,Betty,Not Specified
2629,790698755171364864,2016-10-24,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby,12,10,Mosby,Not Specified
2630,790581949425475584,2016-10-24,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary,11,10,Duke,Not Specified
2631,790337589677002753,2016-10-23,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly,12,10,Maggie,Not Specified
2632,790277117346975746,2016-10-23,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce,11,10,Bruce,Not Specified
2633,789986466051088384,2016-10-23,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10,12,10,Happy,Not Specified
2634,789903600034189313,2016-10-22,This is Ralphy. His dreams were just shattered. Poor pupper. 13/10 it'll be ok Ralphy,13,10,Ralphy,Not Specified
2635,789628658055020548,2016-10-22,This is Eli. He can fly. 13/10 magical af,13,10,Eli,Not Specified
2636,789599242079838210,2016-10-21,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af,12,10,Brownie,Not Specified
2637,789530877013393408,2016-10-21,This is Rizzy. She smiles a lot. 12/10 contagious af,12,10,Rizzy,Not Specified
2638,789314372632018944,2016-10-21,HE WAS JUST A LIL SLEEPY FROM BEING SUCH A GOOD DOGGI ALL THE TIME MISTAKES HAPPEN 13/10,13,10,,Not Specified
2639,789268448748703744,2016-10-21,This is Stella. She's happier than I will ever be. 10/10 would trade lives with,10,10,Stella,Not Specified
2640,789137962068021249,2016-10-20,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet,12,10,Bo,Not Specified
2641,788908386943430656,2016-10-20,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af",11,10,Lucy,Not Specified
2642,788765914992902144,2016-10-19,This is Butter. She can have whatever she wants forever. 12/10 would hug softly,12,10,Butter,Not Specified
2643,788412144018661376,2016-10-18,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af,11,10,Dexter,Not Specified
2644,788178268662984705,2016-10-18,Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af,13,10,,Not Specified
2645,788150585577050112,2016-10-17,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats,13,10,Leo,Not Specified
2646,788039637453406209,2016-10-17,Did... did they pick out that license plate? 12/10 for both,12,10,,Not Specified
2647,787810552592695296,2016-10-17,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent,11,10,Frank,Not Specified
2648,787717603741622272,2016-10-16,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere,13,10,Tonks,Not Specified
2649,787397959788929025,2016-10-15,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug,11,10,Moose,Not Specified
2650,787322443945877504,2016-10-15,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10,10,10,Lincoln,Not Specified
2651,786963064373534720,2016-10-14,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire,12,10,Rory,Not Specified
2652,786709082849828864,2016-10-13,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10",75,10,Logan,Not Specified
2653,786664955043049472,2016-10-13,"""Honestly Kathleen I just want more Ken Bone"" 12/10",12,10,,Not Specified
2654,786595970293370880,2016-10-13,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho,11,10,Dale,Not Specified
2655,786363235746385920,2016-10-13,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af,13,10,Rizzo,Not Specified
2656,786286427768250368,2016-10-12,This is Arnie. He's afraid of his own bark. 12/10 would comfort,12,10,Arnie,Not Specified
2657,786233965241827333,2016-10-12,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution,11,10,Mattie,Not Specified
2658,785927819176054784,2016-10-11,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop,12,10,Lucy,Not Specified
2659,785872687017132033,2016-10-11,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his,12,10,Rusty,Not Specified
2660,785639753186217984,2016-10-11,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously,10,10,Pinot,Not Specified
2661,785533386513321988,2016-10-10,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af,11,10,Dallas,Not Specified
2662,785515384317313025,2016-10-10,"Today, 10/10, should b",10,10,,Not Specified
2663,785264754247995392,2016-10-09,This is Doc. He requested to be carried around like that. 12/10 anything for Doc,12,10,Doc,Not Specified
2664,785170936622350336,2016-10-09,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10,11,10,Hero,Not Specified
2665,784826020293709826,2016-10-08,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft,13,10,Rusty,Not Specified
2666,784517518371221505,2016-10-07,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day,11,10,Frankie,Not Specified
2667,784431430411685888,2016-10-07,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10,12,10,Stormy,Not Specified
2668,784183165795655680,2016-10-07,This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch,12,10,Reginald,Not Specified
2669,784057939640352768,2016-10-06,This is Balto. He's very content. Legendary tongue slippage. 12/10 would pet forever,12,10,Balto,Not Specified
2670,783839966405230592,2016-10-06,This is Riley. His owner put a donut pillow around him and he loves it so much he won't let anyone take it off. 13/10,13,10,Riley,Not Specified
2671,783821107061198850,2016-10-06,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af,12,10,Mairi,Not Specified
2672,783695101801398276,2016-10-05,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free,12,10,Loomis,Not Specified
2673,783466772167098368,2016-10-05,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet,11,10,Finn,Not Specified
2674,783391753726550016,2016-10-04,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well,13,10,Godi,Not Specified
2675,783334639985389568,2016-10-04,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave,12,10,Dave,Not Specified
2676,783085703974514689,2016-10-03,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats,11,10,Earl,Not Specified
2677,782969140009107456,2016-10-03,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable,12,10,Cali,Not Specified
2678,782747134529531904,2016-10-03,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back,11,10,Deacon,Not Specified
2679,782722598790725632,2016-10-02,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine",10,10,Penny,Not Specified
2680,782598640137187329,2016-10-02,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10,11,10,Timmy,Not Specified
2681,782305867769217024,2016-10-01,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes,12,10,Sampson,Not Specified
2682,781955203444699136,2016-09-30,This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately,11,10,Chipson,Not Specified
2683,781661882474196992,2016-09-30,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road,5,10,,Not Specified
2684,781655249211752448,2016-09-30,This is Combo. The daily struggles of being a doggo have finally caught up with him. 11/10,11,10,Combo,Not Specified
2685,781524693396357120,2016-09-29,Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10,12,10,,Not Specified
2686,781308096455073793,2016-09-29,"Pupper butt 1, Doggo 0. Both 12/10",12,10,,Not Specified
2687,781251288990355457,2016-09-28,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well,11,10,Oakley,Not Specified
2688,781163403222056960,2016-09-28,"We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution",10,10,,Not Specified
2689,780931614150983680,2016-09-28,I want to finally rate this iconic puppo who thinks the parade is all for him. 13/10 would absolutely attend,13,10,,Not Specified
2690,780858289093574656,2016-09-27,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first",10,10,Dash,Not Specified
2691,780800785462489090,2016-09-27,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet,11,10,Koda,Not Specified
2692,780601303617732608,2016-09-27,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately,12,10,Hercules,Not Specified
2693,780543529827336192,2016-09-26,Here's a perturbed super floof. 12/10 would snug so damn well,12,10,,Not Specified
2694,780459368902959104,2016-09-26,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af",11,10,Bear,Not Specified
